Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
386,2015-04-01 14:47:25,2015-04-01 14:53:52,31268,12th & U St NW,31241,Thomas Circle,W20779,Member
441,2015-04-01 15:04:44,2015-04-01 15:12:06,31012,26th & S Clark St,31007,Crystal City Metro / 18th & Bell St,W21621,Member
1732,2015-04-01 15:08:59,2015-04-01 15:37:52,31618,4th & East Capitol St NE,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01247,Member
3915,2015-04-01 15:22:45,2015-04-01 16:28:00,31205,21st & I St NW,31605,3rd & D St SE,W20262,Member
1352,2015-04-01 15:30:39,2015-04-01 15:53:11,31006,S Joyce & Army Navy Dr,31010,S Glebe & Potomac Ave,W21413,Casual
1273,2015-04-01 16:06:58,2015-04-01 16:28:11,31017,Wilson Blvd & N Uhle St,31249,Jefferson Memorial,W22132,Member
1425,2015-04-01 16:25:40,2015-04-01 16:49:25,31243,4th & C St SW,31258,Lincoln Memorial,W21810,Casual
728,2015-04-01 16:28:26,2015-04-01 16:40:34,31249,Jefferson Memorial,31244,4th & E St SW,W22132,Member
1527,2015-04-01 16:31:18,2015-04-01 16:56:46,31243,4th & C St SW,31101,14th & V St NW,W00691,Member
300,2015-04-01 16:31:28,2015-04-01 16:36:29,31623,Columbus Circle / Union Station,31614,11th & H St NE,W20263,Member
5002,2015-04-01 16:34:29,2015-04-01 17:57:51,31243,4th & C St SW,31243,4th & C St SW,W21140,Casual
289,2015-04-01 16:45:35,2015-04-01 16:50:25,31270,8th & D St NW,31228,8th & H St NW,W01049,Member
1236,2015-04-01 17:03:54,2015-04-01 17:24:31,31249,Jefferson Memorial,31222,New York Ave & 15th St NW,W21085,Member
408,2015-04-01 17:05:36,2015-04-01 17:12:25,31228,8th & H St NW,31218,L'Enfant Plaza / 7th & C St SW,W21924,Member
1061,2015-04-01 17:13:07,2015-04-01 17:30:48,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W21149,Member
539,2015-04-01 17:16:16,2015-04-01 17:25:16,31278,18th & R St NW,31111,10th & U St NW,W21005,Member
319,2015-04-01 17:25:16,2015-04-01 17:30:35,31090,6th & S Ball St,31005,Pentagon City Metro / 12th & S Hayes St,W20373,Member
1582,2015-04-01 17:27:05,2015-04-01 17:53:27,31204,20th & E St NW,31222,New York Ave & 15th St NW,W00690,Casual
1684,2015-04-01 17:27:54,2015-04-01 17:55:59,31249,Jefferson Memorial,31256,10th & E St NW,W00561,Casual
1574,2015-04-01 17:32:54,2015-04-01 17:59:09,31200,Massachusetts Ave & Dupont Circle NW,31516,Rhode Island Ave Metro,W21149,Member
766,2015-04-01 17:33:44,2015-04-01 17:46:31,31600,5th & K St NW,31619,Lincoln Park / 13th & East Capitol St NE ,w00765,Member
1186,2015-04-01 17:34:12,2015-04-01 17:53:59,31222,New York Ave & 15th St NW,31113,Columbia Rd & Belmont St NW,W20329,Member
324,2015-04-01 17:34:25,2015-04-01 17:39:49,31009,27th & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00743,Member
479,2015-04-01 17:40:25,2015-04-01 17:48:25,31628,1st & K St SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21466,Member
326,2015-04-01 17:41:09,2015-04-01 17:46:35,31204,20th & E St NW,31250,20th & L St NW,W22052,Member
1079,2015-04-01 17:44:24,2015-04-01 18:02:23,31255,24th & N St NW,31105,14th & Harvard St NW,W20332,Member
213,2015-04-01 17:57:43,2015-04-01 18:01:16,31801,Anacostia Metro,31807,Pleasant St & MLK Ave SE,W21440,Member
267,2015-04-01 17:57:52,2015-04-01 18:02:19,31100,19th St & Pennsylvania Ave NW,31238,14th & G St NW,W00367,Member
2233,2015-04-01 18:02:50,2015-04-01 18:40:04,31205,21st & I St NW,31105,14th & Harvard St NW,W00882,Casual
1039,2015-04-01 18:03:06,2015-04-01 18:20:26,31239,Rhode Island & Connecticut Ave NW,31108,4th & M St SW,W22083,Member
605,2015-04-01 18:03:56,2015-04-01 18:14:01,31234,20th & O St NW / Dupont South,31119,14th & Belmont St NW,W21744,Member
808,2015-04-01 18:04:23,2015-04-01 18:17:51,31254,15th & K St NW,31101,14th & V St NW,W21515,Member
388,2015-04-01 18:09:28,2015-04-01 18:15:56,31241,Thomas Circle,31200,Massachusetts Ave & Dupont Circle NW,W00602,Member
341,2015-04-01 18:13:16,2015-04-01 18:18:57,31079,Lee Hwy & N Cleveland St,31017,Wilson Blvd & N Uhle St,W00010,Member
414,2015-04-01 18:13:47,2015-04-01 18:20:42,31110,20th St & Florida Ave NW,31255,24th & N St NW,W01007,Member
906,2015-04-01 18:16:17,2015-04-01 18:31:24,31229,New Hampshire Ave & T St NW,31246,M St & Pennsylvania Ave NW,W00651,Member
1202,2015-04-01 18:20:42,2015-04-01 18:40:45,31618,4th & East Capitol St NE,31606,Potomac & Pennsylvania Ave SE,W20782,Casual
1277,2015-04-01 18:21:43,2015-04-01 18:43:01,31224,19th & L St NW,31400,Georgia & New Hampshire Ave NW,W21789,Member
1510,2015-04-01 18:24:35,2015-04-01 18:49:45,31241,Thomas Circle,31278,18th & R St NW,W21393,Member
396,2015-04-01 18:29:26,2015-04-01 18:36:02,31300,Van Ness Metro / UDC,31310,Connecticut & Nebraska Ave NW,W21710,Member
273,2015-04-01 18:32:23,2015-04-01 18:36:57,31251,12th & L St NW,31265,5th St & Massachusetts Ave NW,W00322,Member
602,2015-04-01 18:36:42,2015-04-01 18:46:44,31618,4th & East Capitol St NE,31620,5th & F St NW,W20516,Member
1290,2015-04-01 18:39:43,2015-04-01 19:01:14,31616,3rd & H St NE,31609,Maine Ave & 7th St SW,W00989,Member
583,2015-04-01 18:40:05,2015-04-01 18:49:49,31408,Takoma Metro,32011,Maple & Ritchie Ave,W01366,Member
778,2015-04-01 18:49:52,2015-04-01 19:02:50,31307,3000 Connecticut Ave NW / National Zoo,31268,12th & U St NW,W22194,Member
519,2015-04-01 18:57:04,2015-04-01 19:05:44,31241,Thomas Circle,31257,22nd & I St NW / Foggy Bottom,W20498,Member
245,2015-04-01 18:59:18,2015-04-01 19:03:23,31255,24th & N St NW,31250,20th & L St NW,W20043,Member
1175,2015-04-01 19:01:48,2015-04-01 19:21:23,31237,25th St & Pennsylvania Ave NW,31215,Georgetown Harbor / 30th St NW,W20584,Member
585,2015-04-01 19:05:08,2015-04-01 19:14:54,31252,21st St & Pennsylvania Ave NW,31216,14th St & New York Ave NW,W20707,Member
487,2015-04-01 19:12:45,2015-04-01 19:20:53,31229,New Hampshire Ave & T St NW,31245,7th & R St NW / Shaw Library,W20447,Member
887,2015-04-01 19:25:48,2015-04-01 19:40:36,31601,19th & East Capitol St SE,31601,19th & East Capitol St SE,W01240,Member
945,2015-04-01 19:35:20,2015-04-01 19:51:06,31244,4th & E St SW,31244,4th & E St SW,W20522,Casual
390,2015-04-01 19:51:45,2015-04-01 19:58:15,31616,3rd & H St NE,31512,Neal St & Trinidad Ave NE,W21237,Member
998,2015-04-01 19:53:26,2015-04-01 20:10:04,31636,New Jersey Ave & N St NW/Dunbar HS,31117,15th & Euclid St  NW,W20136,Member
704,2015-04-01 19:53:49,2015-04-01 20:05:33,31202,14th & R St NW,31266,11th & M St NW,W00829,Member
827,2015-04-01 19:56:40,2015-04-01 20:10:28,31312,Wisconsin Ave & O St NW,31200,Massachusetts Ave & Dupont Circle NW,W21983,Casual
1884,2015-04-01 19:58:22,2015-04-01 20:29:47,31110,20th St & Florida Ave NW,31244,4th & E St SW,W01451,Member
421,2015-04-01 19:59:01,2015-04-01 20:06:03,31237,25th St & Pennsylvania Ave NW,31312,Wisconsin Ave & O St NW,W00367,Casual
620,2015-04-01 20:02:45,2015-04-01 20:13:05,31238,14th & G St NW,31201,15th & P St NW,W00944,Casual
255,2015-04-01 20:17:03,2015-04-01 20:21:19,31222,New York Ave & 15th St NW,31241,Thomas Circle,W00303,Member
617,2015-04-01 20:26:54,2015-04-01 20:37:12,31214,17th & Corcoran St NW,31268,12th & U St NW,W00563,Member
694,2015-04-01 20:28:50,2015-04-01 20:40:25,31020,Wilson Blvd & Franklin Rd,31035,N Quincy St & Glebe Rd,W20908,Member
516,2015-04-01 20:33:51,2015-04-01 20:42:28,31605,3rd & D St SE,31606,Potomac & Pennsylvania Ave SE,W20659,Member
921,2015-04-01 20:38:34,2015-04-01 20:53:56,31222,New York Ave & 15th St NW,31268,12th & U St NW,W01280,Member
1017,2015-04-01 20:59:02,2015-04-01 21:16:00,31232,7th & F St NW / National Portrait Gallery,31627,3rd & M St NE,W21463,Member
226,2015-04-01 21:13:27,2015-04-01 21:17:14,31623,Columbus Circle / Union Station,31612,D St & Maryland Ave NE,W21757,Member
856,2015-04-01 22:02:37,2015-04-01 22:16:54,31215,Georgetown Harbor / 30th St NW,31247,Jefferson Dr & 14th St SW,W01425,Casual
4981,2015-04-01 22:28:07,2015-04-01 23:51:09,31271,Constitution Ave & 2nd St NW/DOL,31271,Constitution Ave & 2nd St NW/DOL,W21531,Casual
392,2015-04-01 23:12:44,2015-04-01 23:19:16,31105,14th & Harvard St NW,31109,7th & T St NW,W21621,Member
308,2015-04-01 23:41:00,2015-04-01 23:46:09,31623,Columbus Circle / Union Station,31612,D St & Maryland Ave NE,W20263,Member
405,2015-04-02 00:26:12,2015-04-02 00:32:57,31236,37th & O St NW / Georgetown University,31014,Lynn & 19th St North,W21064,Member
595,2015-04-02 06:00:06,2015-04-02 06:10:01,31623,Columbus Circle / Union Station,31217,USDA / 12th & Independence Ave SW,W22181,Member
242,2015-04-02 06:21:08,2015-04-02 06:25:11,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W20972,Member
483,2015-04-02 06:58:40,2015-04-02 07:06:44,31611,13th & H St NE,31623,Columbus Circle / Union Station,W20406,Member
214,2015-04-02 07:14:39,2015-04-02 07:18:13,31801,Anacostia Metro,31803,Good Hope Rd & 14th St SE,W01076,Member
193,2015-04-02 07:46:22,2015-04-02 07:49:36,31245,7th & R St NW / Shaw Library,31202,14th & R St NW,W01095,Member
736,2015-04-02 07:58:52,2015-04-02 08:11:09,31055,28th St S & S Meade St,31012,26th & S Clark St,W00626,Member
957,2015-04-02 08:14:41,2015-04-02 08:30:38,31622,13th & D St NE,31231,14th & D St NW / Ronald Reagan Building,W20650,Member
457,2015-04-02 08:19:47,2015-04-02 08:27:24,31222,New York Ave & 15th St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W21102,Member
372,2015-04-02 08:24:00,2015-04-02 08:30:13,31110,20th St & Florida Ave NW,31275,New Hampshire Ave & 24th St NW,W00224,Member
808,2015-04-02 08:26:55,2015-04-02 08:40:23,31103,16th & Harvard St NW,31251,12th & L St NW,W21765,Member
848,2015-04-02 08:29:10,2015-04-02 08:43:18,31101,14th & V St NW,31253,19th & K St NW,W21749,Member
448,2015-04-02 08:32:29,2015-04-02 08:39:58,31614,11th & H St NE,31623,Columbus Circle / Union Station,W20704,Member
341,2015-04-02 08:37:17,2015-04-02 08:42:59,31627,3rd & M St NE,31623,Columbus Circle / Union Station,W20572,Member
727,2015-04-02 08:40:47,2015-04-02 08:52:55,31245,7th & R St NW / Shaw Library,31233,17th & K St NW / Farragut Square,W21668,Member
2051,2015-04-02 08:44:38,2015-04-02 09:18:49,31256,10th & E St NW,31204,20th & E St NW,W20014,Casual
892,2015-04-02 08:51:22,2015-04-02 09:06:15,31267,17th St & Massachusetts Ave NW,31228,8th & H St NW,W20307,Member
1942,2015-04-02 08:52:28,2015-04-02 09:24:50,32048,Bethesda Metro,31314,34th & Water St NW,W00307,Member
639,2015-04-02 09:06:43,2015-04-02 09:17:22,31200,Massachusetts Ave & Dupont Circle NW,31119,14th & Belmont St NW,W21720,Member
811,2015-04-02 09:16:52,2015-04-02 09:30:24,31207,Georgia Ave and Fairmont St NW,31503,Florida Ave & R St NW,W00991,Member
707,2015-04-02 09:22:06,2015-04-02 09:33:53,31302,Wisconsin Ave & Newark St NW,31301,Ward Circle / American University,W20976,Member
318,2015-04-02 09:22:14,2015-04-02 09:27:32,31201,15th & P St NW,31266,11th & M St NW,W21958,Member
3721,2015-04-02 09:58:58,2015-04-02 11:01:00,31258,Lincoln Memorial,31270,8th & D St NW,W00365,Casual
578,2015-04-02 10:07:23,2015-04-02 10:17:01,31304,36th & Calvert St NW / Glover Park,31255,24th & N St NW,W00221,Member
480,2015-04-02 10:33:02,2015-04-02 10:41:03,31239,Rhode Island & Connecticut Ave NW,31228,8th & H St NW,W00794,Member
462,2015-04-02 10:40:32,2015-04-02 10:48:14,31201,15th & P St NW,31278,18th & R St NW,W20258,Member
9358,2015-04-02 10:41:39,2015-04-02 13:17:38,31212,21st & M St NW,31252,21st St & Pennsylvania Ave NW,W21897,Casual
6093,2015-04-02 10:46:10,2015-04-02 12:27:43,31269,3rd St & Pennsylvania Ave SE,31258,Lincoln Memorial,W20442,Casual
794,2015-04-02 10:47:36,2015-04-02 11:00:51,31275,New Hampshire Ave & 24th St NW,31261,21st St & Constitution Ave NW,W20257,Casual
648,2015-04-02 11:36:39,2015-04-02 11:47:27,31081,Duke St & John Carlyle St,31044,King St & Patrick St,W20692,Member
6252,2015-04-02 12:08:49,2015-04-02 13:53:01,31235,19th St & Constitution Ave NW,31262,11th & F St NW,W00634,Casual
713,2015-04-02 12:38:16,2015-04-02 12:50:09,31242,18th St & Pennsylvania Ave NW,31604,3rd & H St NW,W20217,Member
326,2015-04-02 12:57:32,2015-04-02 13:02:58,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W21263,Member
1204,2015-04-02 13:21:24,2015-04-02 13:41:28,31232,7th & F St NW / National Portrait Gallery,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00885,Casual
250,2015-04-02 13:21:39,2015-04-02 13:25:49,31627,3rd & M St NE,31517,Union Market/6th St & Neal Pl NE,W21674,Member
460,2015-04-02 13:27:41,2015-04-02 13:35:22,31260,23rd & E St NW ,31216,14th St & New York Ave NW,W00718,Member
750,2015-04-02 13:30:13,2015-04-02 13:42:44,31239,Rhode Island & Connecticut Ave NW,31624,North Capitol St & F St NW,W20445,Member
1349,2015-04-02 14:04:27,2015-04-02 14:26:57,31304,36th & Calvert St NW / Glover Park,31101,14th & V St NW,W21910,Member
1824,2015-04-02 14:33:53,2015-04-02 15:04:17,31258,Lincoln Memorial,31249,Jefferson Memorial,W21095,Casual
475,2015-04-02 14:35:52,2015-04-02 14:43:48,31619,Lincoln Park / 13th & East Capitol St NE ,31623,Columbus Circle / Union Station,W20749,Member
4126,2015-04-02 14:42:10,2015-04-02 15:50:56,31009,27th & Crystal Dr,31249,Jefferson Memorial,W00844,Casual
693,2015-04-02 14:58:26,2015-04-02 15:10:00,31245,7th & R St NW / Shaw Library,31105,14th & Harvard St NW,W20653,Member
3566,2015-04-02 15:19:36,2015-04-02 16:19:03,31246,M St & Pennsylvania Ave NW,31623,Columbus Circle / Union Station,W21625,Casual
519,2015-04-02 15:23:41,2015-04-02 15:32:21,31207,Georgia Ave and Fairmont St NW,31119,14th & Belmont St NW,W01165,Member
1329,2015-04-02 15:24:10,2015-04-02 15:46:20,31258,Lincoln Memorial,31225,C & O Canal & Wisconsin Ave NW,W22132,Casual
1755,2015-04-02 15:30:09,2015-04-02 15:59:24,31236,37th & O St NW / Georgetown University,31271,Constitution Ave & 2nd St NW/DOL,W20641,Member
906,2015-04-02 15:33:38,2015-04-02 15:48:45,31119,14th & Belmont St NW,31600,5th & K St NW,W00394,Member
3313,2015-04-02 15:48:55,2015-04-02 16:44:09,31269,3rd St & Pennsylvania Ave SE,31262,11th & F St NW,W21858,Casual
773,2015-04-02 15:49:11,2015-04-02 16:02:05,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31622,13th & D St NE,W22202,Casual
5378,2015-04-02 15:54:19,2015-04-02 17:23:58,31242,18th St & Pennsylvania Ave NW,31277,17th & G St NW,W21926,Casual
647,2015-04-02 16:20:53,2015-04-02 16:31:41,31604,3rd & H St NW,31268,12th & U St NW,W20061,Member
1042,2015-04-02 16:20:54,2015-04-02 16:38:16,31222,New York Ave & 15th St NW,31200,Massachusetts Ave & Dupont Circle NW,W20346,Casual
1559,2015-04-02 16:25:04,2015-04-02 16:51:03,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00648,Casual
907,2015-04-02 16:43:19,2015-04-02 16:58:27,31254,15th & K St NW,31232,7th & F St NW / National Portrait Gallery,W00521,Member
1488,2015-04-02 16:55:18,2015-04-02 17:20:07,31623,Columbus Circle / Union Station,31118,3rd & Elm St NW,W20208,Member
458,2015-04-02 17:03:34,2015-04-02 17:11:12,31625,3rd & G St SE,31606,Potomac & Pennsylvania Ave SE,W20894,Member
588,2015-04-02 17:07:48,2015-04-02 17:17:36,31042,Market Square / King St & Royal St,31048,King St Metro South,W00132,Member
732,2015-04-02 17:09:32,2015-04-02 17:21:45,31249,Jefferson Memorial,31258,Lincoln Memorial,W22177,Casual
826,2015-04-02 17:10:58,2015-04-02 17:24:44,31300,Van Ness Metro / UDC,31105,14th & Harvard St NW,W00948,Member
1563,2015-04-02 17:11:37,2015-04-02 17:37:40,31201,15th & P St NW,31614,11th & H St NE,W01353,Member
976,2015-04-02 17:12:39,2015-04-02 17:28:55,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W20812,Member
1851,2015-04-02 17:14:28,2015-04-02 17:45:19,32028,Norfolk & Rugby Ave,32036,Fenton St & Ellsworth Dr ,W21169,Member
247,2015-04-02 17:28:35,2015-04-02 17:32:42,31239,Rhode Island & Connecticut Ave NW,31250,20th & L St NW,W01263,Member
2655,2015-04-02 17:32:19,2015-04-02 18:16:35,31247,Jefferson Dr & 14th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20029,Casual
930,2015-04-02 17:33:11,2015-04-02 17:48:42,31252,21st St & Pennsylvania Ave NW,31506,1st & Rhode Island Ave NW,W00122,Member
414,2015-04-02 17:33:43,2015-04-02 17:40:37,31209,1st & N St  SE,31272,Washington & Independence Ave SW/HHS,W00980,Member
566,2015-04-02 17:39:31,2015-04-02 17:48:57,31624,North Capitol St & F St NW,31610,Eastern Market / 7th & North Carolina Ave SE,W20177,Member
90,2015-04-02 17:40:57,2015-04-02 17:42:27,31039,Wilson Blvd & N Quincy St,31025,Central Library / N Quincy St & 10th St N,W20811,Member
1059,2015-04-02 17:41:50,2015-04-02 17:59:30,31224,19th & L St NW,31228,8th & H St NW,W21328,Member
825,2015-04-02 17:42:15,2015-04-02 17:56:00,31103,16th & Harvard St NW,31239,Rhode Island & Connecticut Ave NW,W01329,Member
1211,2015-04-02 17:43:32,2015-04-02 18:03:44,31109,7th & T St NW,31506,1st & Rhode Island Ave NW,W01248,Casual
3997,2015-04-02 17:45:21,2015-04-02 18:51:58,31231,14th & D St NW / Ronald Reagan Building,31249,Jefferson Memorial,W00009,Casual
201,2015-04-02 17:47:24,2015-04-02 17:50:45,32008,Cordell & Norfolk Ave,32048,Bethesda Metro,W00569,Member
3393,2015-04-02 17:54:17,2015-04-02 18:50:50,31623,Columbus Circle / Union Station,31310,Connecticut & Nebraska Ave NW,w01100,Member
840,2015-04-02 18:08:55,2015-04-02 18:22:55,31244,4th & E St SW,31619,Lincoln Park / 13th & East Capitol St NE ,W21786,Member
1927,2015-04-02 18:21:33,2015-04-02 18:53:40,31230,Metro Center / 12th & G St NW,31307,3000 Connecticut Ave NW / National Zoo,W21936,Casual
610,2015-04-02 18:27:43,2015-04-02 18:37:54,31239,Rhode Island & Connecticut Ave NW,31114,18th St & Wyoming Ave NW,W22021,Member
345,2015-04-02 18:34:02,2015-04-02 18:39:48,31202,14th & R St NW,31509,New Jersey Ave & R St NW,W21807,Member
693,2015-04-02 18:35:32,2015-04-02 18:47:05,31203,14th & Rhode Island Ave NW,31202,14th & R St NW,W22204,Casual
1335,2015-04-02 18:35:35,2015-04-02 18:57:50,31233,17th & K St NW / Farragut Square,31602,Park Rd & Holmead Pl NW,W00908,Member
773,2015-04-02 18:39:57,2015-04-02 18:52:51,31277,17th & G St NW,31223,Convention Center / 7th & M St NW,W01284,Member
970,2015-04-02 18:43:40,2015-04-02 18:59:51,31230,Metro Center / 12th & G St NW,31610,Eastern Market / 7th & North Carolina Ave SE,W21993,Member
1524,2015-04-02 18:50:54,2015-04-02 19:16:18,31215,Georgetown Harbor / 30th St NW,31051,Arlington Blvd & N Queen St,W00509,Casual
120,2015-04-02 18:56:41,2015-04-02 18:58:42,31610,Eastern Market / 7th & North Carolina Ave SE,31605,3rd & D St SE,W22146,Member
2125,2015-04-02 19:22:25,2015-04-02 19:57:50,31273,Hains Point/Buckeye & Ohio Dr SW,31232,7th & F St NW / National Portrait Gallery,W21803,Casual
339,2015-04-02 19:47:15,2015-04-02 19:52:54,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W21945,Member
435,2015-04-02 19:48:17,2015-04-02 19:55:33,31101,14th & V St NW,31278,18th & R St NW,W00290,Member
353,2015-04-02 19:58:44,2015-04-02 20:04:38,31021,Clarendon Blvd & N Fillmore St,31079,Lee Hwy & N Cleveland St,W00752,Member
1003,2015-04-02 20:02:24,2015-04-02 20:19:08,31274,10th & G St NW,31207,Georgia Ave and Fairmont St NW,W20027,Member
765,2015-04-02 20:05:03,2015-04-02 20:17:49,31256,10th & E St NW,31609,Maine Ave & 7th St SW,W00429,Member
1709,2015-04-02 20:33:48,2015-04-02 21:02:18,31107,Lamont & Mt Pleasant NW,31265,5th St & Massachusetts Ave NW,W20863,Member
629,2015-04-02 20:41:25,2015-04-02 20:51:54,31237,25th St & Pennsylvania Ave NW,31251,12th & L St NW,W21982,Member
777,2015-04-02 20:56:42,2015-04-02 21:09:39,31500,4th & W St NE,31623,Columbus Circle / Union Station,W01299,Member
